Product,Price,Ounces,Source,Price per ounce,Categories
Nestle 100% Pure Cocoa,5.49,8,Food City,0.68625,21
Hershey's 100% Cacao Cocoa,5.49,8,Food City,0.68625,21
Hershey's Unsweetened Natural Cocoa,9.99,16,Food City,0.624375,21
Dymatize Cocoa Pebbles Cocoa Pebbles Protein Powder,38.99,22.6,Food City,1.725221239,21
"Food Club Corn On The Cob, Super Sweet",3.99,14,Food City,0.285,22
Green Giant Mini Extra Sweet Corn-on-the-cob,5.49,25.8,Food City,0.212790698,22
Green Giant Extra Sweet Corn-on-the-cob Mini-ear Nibblers,3.29,12.9,Food City,0.25503876,22
 Cob Corn,9.99,6.5,Food City,1.536923077,22
Green Giant Mexican Style Corn Cob Bites,3.49,16,Food City,0.218125,22
Clabber Girl Corn Starch,1.79,6.5,Food City,0.275384615,23
Maizena Corn Starch Box,2.99,14.1,Food City,0.212056738,23
Tippy Toes Pure Cornstarch Aloe Vera & Vitamin E Baby Powder,3.99,15,Food City,0.266,23
Tippy Toes Pure Cornstarch Lavender & Chamomile Baby Powder,3.99,15,Food City,0.266,23
Argo Corn Starch,2.79,16,Food City,0.174375,23
Food Club Corn Starch,1.99,16,Food City,0.124375,23
Herb Shakerz Basil,4.99,0.17,Food City,29.35294118,24
Herb Blastz Basil,2.29,0.45,Food City,5.088888889,24
